-------------- Insert cercado-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_cercado (cd_ovelha, cd_cabra, cd_cavalo, cd_burro,dt_verificacao_cercado)  VALUE ('80 ',' 64 ',' 61 ',' 53 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('52 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('58 ',' 2022-01-12 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('74 ',' 2022-01-10 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('10 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('83 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('57 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('11 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('64 ',' 2022-01-25 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('81 ',' 2022-01-02 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('41 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('59 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('13 ',' 2022-01-24 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('93 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('14 ',' 2022-01-02 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('85 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('47 ',' 2022-01-20 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('32 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('86 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('25 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('31 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('13 ',' 2022-01-26 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('77 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('32 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('2 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('9 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('78 ',' 2022-01-26 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('55 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('21 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('18 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('11 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('16 ',' 2022-01-17 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('12 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('29 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('65 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('53 ',' 2022-01-12 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('35 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('63 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('23 ',' 2022-01-25 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('23 ',' 2022-01-01 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('38 ',' 2022-01-12 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('51 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-01 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('79 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('98 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('46 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('26 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('16 ',' 2022-01-12 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('87 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('18 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('24 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('72 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('56 ',' 2022-01-28 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('80 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('77 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('71 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('61 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('64 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('83 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('16 ',' 2022-01-24 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('8 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('46 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('96 ',' 2022-01-08 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('37 ',' 2022-01-08 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-28 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('69 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('6 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('29 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('29 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('40 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('10 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('91 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('55 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('13 ',' 2022-01-28 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('2 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('52 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('15 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('56 ',' 2022-01-02 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('29 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('43 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('79 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('56 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('36 ',' 2022-01-26 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('58 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('25 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('71 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('2 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('57 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('48 ',' 2022-01-17 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('56 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('73 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('25 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('6 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('10 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('71 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('67 ',' 2022-01-10 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('41 ',' 2022-01-26 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('71 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('9 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('41 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('94 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('88 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('15 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('51 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('17 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('53 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('41 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('91 ',' 2022-01-25 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('22 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('14 ',' 2022-01-01 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('33 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('77 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('27 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('36 ',' 2022-01-01 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('62 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('41 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('96 ',' 2022-01-20 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('95 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('59 ',' 2022-01-20 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('0 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('69 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('94 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('90 ',' 2022-01-02 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('58 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('89 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('68 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('72 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('94 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('79 ',' 2022-01-28 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('58 ',' 2022-01-12 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('84 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('51 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('1 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('65 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('72 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('36 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('79 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('96 ',' 2022-01-05 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('52 ',' 2022-01-25 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('98 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('86 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('25 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('6 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('68 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('95 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('96 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('76 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('20 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('90 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('5 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('76 ',' 2022-01-01 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('75 ',' 2022-01-08 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('37 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('68 ',' 2022-01-10 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('84 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('81 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('46 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('51 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('37 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('24 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('88 ',' 2022-01-08 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('35 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('69 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('74 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('87 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('83 ',' 2022-01-25 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('75 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('66 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('16 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('85 ',' 2022-01-10 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('44 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('81 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('31 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('66 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('57 ',' 2022-01-20 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('42 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('49 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('88 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('33 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('19 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('21 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('43 ',' 2022-01-26 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('84 ',' 2022-01-29 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('82 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('37 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('6 ',' 2022-01-20 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('34 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('6 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('95 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('38 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('67 ',' 2022-01-09 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('23 ',' 2022-01-26 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('13 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('81 ',' 2022-01-24 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('41 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('58 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('81 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('3 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('79 ',' 2022-01-10 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('15 ',' 2022-01-06 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('43 ',' 2022-01-01 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('37 ',' 2022-01-02 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('19 ',' 2022-01-17 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('1 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('94 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('46 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('10 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('13 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('80 ',' 2022-01-24 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('92 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('0 ',' 2022-01-24 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('4 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('35 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('48 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('33 ',' 2022-01-31 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('89 ',' 2022-01-22 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-08 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('99 ',' 2022-01-16 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('72 ',' 2022-01-08 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('46 ',' 2022-01-28 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('56 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('34 ',' 2022-01-04 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('35 ',' 2022-01-25 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('3 ',' 2022-01-13 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('99 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('37 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('32 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('33 ',' 2022-01-03 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('54 ',' 2022-01-23 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('75 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('25 ',' 2022-01-27 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('69 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('39 ',' 2022-01-21 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('73 ',' 2022-01-07 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('84 ',' 2022-01-15 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('49 ',' 2022-01-14 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('46 ',' 2022-01-18 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('59 ',' 2022-01-10 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('53 ',' 2022-01-30 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('64 ',' 2022-01-11 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('97 ',' 2022-01-19 ');
INSERT INTO tb_piscicultura (cd_lago,dt_manutencao_lago) VALUE ('73 ',' 2022-01-10 ');
